id,Entity,Type,rdfs:label,has_alternative_id,has_broad_synonym,Superclass,Superclass,Superclass,adjacent_to,derives_from,guided_by,has_origin,has_part,has_part,has_part,has_part,has_part,member_of,non_functional_homolog_of,part_of,part_of,variant_of
301,vertebrate_immune_system_gene_recombination_feature,Class,vertebrate_immune_system_gene_recombination_feature,,,recombination_feature_of_rearranged_gene,,,,,,,,,,,,,,,,
302,J_gene_recombination_feature,Class,J_gene_recombination_feature,,,vertebrate_immune_system_gene_recombination_signal_feature,,,,,,,,,,,,,,,,
303,clip,Class,clip,,,primary_transcript_region,,,,,,,,,,,,,,,,
305,modified_base_site,Class,modified_base_site,,,base,,,,,,,,,,,,,,,,
306,methylated_base_feature,Class,methylated_base_feature,,,modified_base_site,,,,,,,,,,,,,,,,
307,CpG_island,Class,CpG_island,,,SO_0001411,,,,,,,,,,,,,,,,
312,experimentally_determined,Class,experimentally_determined,,,validated,,,,,,,,,,,,,,,,
313,stem_loop,Class,stem_loop,SO:0000019,,RNA_sequence_secondary_structure,,,,,,,,,,,,,,,,
314,direct_repeat,Class,direct_repeat,,,repeat_region,,,,,,,,,,,,,,,,
315,TSS,Class,TSS,,,primary_transcript_region,,,,,,,,,,,,,,,,
316,CDS,Class,CDS,,,mRNA_region,,,,,,,,,,,,,,,,
317,cDNA_clone,Class,cDNA_clone,,,clone,,,,,,,,,,,,,,,,
318,start_codon,Class,start_codon,,,codon,,,,,,,,,,,,,,,,
319,stop_codon,Class,stop_codon,,,codon,,,,,,,,,,,,,,,,
320,intronic_splice_enhancer,Class,intronic_splice_enhancer,,,splice_enhancer,spliceosomal_intron_region,,,,,,,,,,,,,,,
321,mRNA_with_plus_1_frameshift,Class,mRNA_with_plus_1_frameshift,,,mRNA_with_frameshift,,,,,,,,,,,,,,,,
322,nuclease_hypersensitive_site,Class,nuclease_hypersensitive_site,,,nuclease_sensitive_site,,,,,,,,,,,,,,,,
323,coding_start,Class,coding_start,,,CDS_region,,,,,,,,,,,,,,,,
324,tag,Class,tag,,,oligo,,,,,,,,,,,,,,,,
325,rRNA_large_subunit_primary_transcript,Class,rRNA_large_subunit_primary_transcript,,,rRNA_primary_transcript,,,,,,,,,,,,,,,,
326,SAGE_tag,Class,SAGE_tag,,,tag,,,,,,,,,,,,,,,,
327,coding_end,Class,coding_end,,,CDS_region,,,,,,,,,,,,,,,,
328,microarray_oligo,Class,microarray_oligo,,,probe,,,,,,,,,,,,,,,,
329,mRNA_with_plus_2_frameshift,Class,mRNA_with_plus_2_frameshift,,,mRNA_with_frameshift,,,,,,,,,,,,,,,,
330,conserved_region,Class,conserved_region,,,SO_0001410,,,,,,,,,,,,,,,,
331,STS,Class,STS,,,tag,,,,,,,,,,,,,,,,
332,coding_conserved_region,Class,coding_conserved_region,,,conserved_region,,,,,,,,,,,,,,,,
333,exon_junction,Class,exon_junction,,,junction,,,,,,,,,,,,,,mature_transcript,,
334,nc_conserved_region,Class,nc_conserved_region,,,conserved_region,,,,,,,,,,,,,,,,
335,mRNA_with_minus_2_frameshift,Class,mRNA_with_minus_2_frameshift,,,mRNA_with_frameshift,,,,,,,,,,,,,,,,
336,pseudogene,Class,pseudogene,,,pseudogenic_region,,,,,,,,,,,,,gene,,,
337,RNAi_reagent,Class,RNAi_reagent,,,ds_oligo,,,,,,,,,,,,,,,,
338,MITE,Class,MITE,,,terminal_inverted_repeat_element,,,,,,,,,,,,,,,,
339,recombination_hotspot,Class,recombination_hotspot,,,recombination_feature,,,,,,,,,,,,,,,,
340,chromosome,Class,chromosome,,,replicon,,,,,,,,,,,,,,,,
341,chromosome_band,Class,chromosome_band,,,chromosome_part,,,,,,,,,,,,,,,,
342,site_specific_recombination_target_region,Class,site_specific_recombination_target_region,,,specific_recombination_site,,,,,,,,,,,,,,,,
343,match,Class,match,,,SO_0001410,,,,,,,,,,,,,,,,
344,splice_enhancer,Class,splice_enhancer,,,splicing_regulatory_region,,,,,,,,,,,,,,,,
345,EST,Class,EST,,,tag,,,,mRNA,,,,,,,,,,,,
346,loxP_site,Class,loxP_site,,,resolution_site,,,,,,,,,,,,,,,,
347,nucleotide_match,Class,nucleotide_match,,,match,,,,,,,,,,,,,,,,
348,nucleic_acid,Class,nucleic_acid,,,polymer_attribute,,,,,,,,,,,,,,,,
349,protein_match,Class,protein_match,,,match,,,,,,,,,,,,,,,,
350,FRT_site,Class,FRT_site,,,inversion_site,,,,,,,,,,,,,,,,
351,synthetic_sequence,Class,synthetic_sequence,,,polymer_attribute,,,,,,,,,,,,,,,,
352,DNA,Class,DNA,,,nucleic_acid,,,,,,,,,,,,,,,,
353,sequence_assembly,Class,sequence_assembly,,,assembly,,,,,,,,,,,,,,,,
354,group_1_intron_homing_endonuclease_target_region,Class,group_1_intron_homing_endonuclease_target_region,,,nuclease_sensitive_site,,,,,,,,,,,,,,,,
355,haplotype_block,Class,haplotype_block,,,recombination_feature,,,,,,,,,,,,,,,,
356,RNA,Class,RNA,,,nucleic_acid,,,,,,,,,,,,,,,,
357,flanked,Class,flanked,,,feature_attribute,,,,,,,,,,,,,,,,
359,floxed,Class,floxed,,,flanked,,,,,,,,,,,,,,,,
360,codon,Class,codon,,,CDS_region,,,,,,,,,,,,,,,,
361,FRT_flanked,Class,FRT_flanked,,,flanked,,,,,,,,,,,,,,,,
362,invalidated_by_chimeric_cDNA,Class,invalidated_by_chimeric_cDNA,,,invalidated,,,,,,,,,,,,,,,,
363,floxed_gene,Class,floxed_gene,,,transgene,,,,,,,,,,,,,,,,
364,transposable_element_flanking_region,Class,transposable_element_flanking_region,,,flanking_region,,,,,,,,,,,,,,,,
365,integron,Class,integron,,,integrated_mobile_genetic_element,,,,,,,,,,,,,,,,
366,insertion_site,Class,insertion_site,,,junction,,,,,,,,,,,,,,,,
367,attI_site,Class,attI_site,,,integration_excision_site,,,,,,,,,,,,,,integron,,
368,transposable_element_insertion_site,Class,transposable_element_insertion_site,,,insertion_site,,,,,,,,,,,,,,,,
370,small_regulatory_ncRNA,Class,small_regulatory_ncRNA,,,ncRNA,,,,,,,,,,,,,,,,
371,conjugative_transposon,Class,conjugative_transposon,,,DNA_transposon,,,,,,,,,,,,,,,,
372,enzymatic_RNA,Class,enzymatic_RNA,,,transcript,,,,,,,,,,,,,,,,
373,recombinationally_inverted_gene,Class,recombinationally_inverted_gene,,,recombinationally_rearranged_gene,,,,,,,,,,,,,,,,
374,ribozyme,Class,ribozyme,,,enzymatic_RNA,,,,,,,,,,,,,,,,
375,rRNA_5_8S,Class,rRNA_5_8S,,,large_subunit_rRNA,,,,,,,,,,,,,,,,
376,RNA_6S,Class,RNA_6S,,,small_regulatory_ncRNA,,,,,,,,,,,,,,,,
377,CsrB_RsmB_RNA,Class,CsrB_RsmB_RNA,,,small_regulatory_ncRNA,,,,,,,,,,,,,,,,
378,DsrA_RNA,Class,DsrA_RNA,,,small_regulatory_ncRNA,,,,,,,,,,,,,,,,
379,GcvB_RNA,Class,GcvB_RNA,,,DsrA_RNA,,,,,,,,,,,,,,,,
380,hammerhead_ribozyme,Class,hammerhead_ribozyme,,,RNA_motif,,,,,,,,,,,,,,,,
381,group_IIA_intron,Class,group_IIA_intron,,,group_II_intron,,,,,,,,,,,,,,,,
382,group_IIB_intron,Class,group_IIB_intron,,,group_II_intron,,,,,,,,,,,,,,,,
383,MicF_RNA,Class,MicF_RNA,,,antisense_RNA,,,,,,,,,,,,,,,,
384,OxyS_RNA,Class,OxyS_RNA,,,small_regulatory_ncRNA,,,,,,,,,,,,,,,,
385,RNase_MRP_RNA,Class,RNase_MRP_RNA,,,ncRNA,,,,,,,,,,,,,,,,
386,RNase_P_RNA,Class,RNase_P_RNA,,,ncRNA,,,,,,,,,,,,,,,,
387,RprA_RNA,Class,RprA_RNA,,,small_regulatory_ncRNA,,,,,,,,,,,,,,,,
388,RRE_RNA,Class,RRE_RNA,,,small_regulatory_ncRNA,,,,,,,,,,,,,,,,
389,spot_42_RNA,Class,spot_42_RNA,,,small_regulatory_ncRNA,,,,,,,,,,,,,,,,
390,telomerase_RNA,Class,telomerase_RNA,,,ncRNA,,,,,,,,,,,,,,,,
391,U1_snRNA,Class,U1_snRNA,,,snRNA,,,,,,,,,,,,,,,,
392,U2_snRNA,Class,U2_snRNA,,,snRNA,,,,,,,,,,,,,,,,
393,U4_snRNA,Class,U4_snRNA,,,snRNA,,,,,,,,,,,,,,,,
394,U4atac_snRNA,Class,U4atac_snRNA,,,snRNA,,,,,,,,,,,,,,,,
395,U5_snRNA,Class,U5_snRNA,,,snRNA,,,,,,,,,,,,,,,,
396,U6_snRNA,Class,U6_snRNA,,,snRNA,,,,,,,,,,,,,,,,
397,U6atac_snRNA,Class,U6atac_snRNA,,,snRNA,,,,,,,,,,,,,,,,
398,U11_snRNA,Class,U11_snRNA,,,snRNA,,,,,,,,,,,,,,,,
399,U12_snRNA,Class,U12_snRNA,,,snRNA,,,,,,,,,,,,,,,,
400,sequence_attribute,Class,sequence_attribute,,,,,,,,,,,,,,,,,,,
401,gene_attribute,Class,gene_attribute,,,feature_attribute,,,,,,,,,,,,,,,,
403,U14_snoRNA,Class,U14_snoRNA,SO:0005839,,C_D_box_snoRNA,,,,SO_0005837,,,,,,,,,,,,
404,vault_RNA,Class,vault_RNA,,,ncRNA,,,,,,,,,,,,,,,,
405,Y_RNA,Class,Y_RNA,,,ncRNA,,,,,,,,,,,,,,,,
406,twintron,Class,twintron,,,intron,,,,,,,,,,,,,,,,
407,rRNA_18S,Class,rRNA_18S,,,small_subunit_rRNA,,,,,,,,,,,,,,,,
409,binding_site,Class,binding_site,BS:00033,,SO_0001411,,,,,,,,,,,,,,,,
410,protein_binding_site,Class,protein_binding_site,,,binding_site,,,,,,,,,,,,,,,,
411,rescue_region,Class,rescue_region,,,reagent,,,,,,,,,,,,,,,,
412,restriction_fragment,Class,restriction_fragment,,,assembly_component,,,,,,,,,,,,,,,,
413,sequence_difference,Class,sequence_difference,,,remark,,,,,,,,,,,,,,,,
414,invalidated_by_genomic_contamination,Class,invalidated_by_genomic_contamination,,,invalidated,,,,,,,,,,,,,,,,
415,invalidated_by_genomic_polyA_primed_cDNA,Class,invalidated_by_genomic_polyA_primed_cDNA,,,invalidated,,,,,,,,,,,,,,,,
416,invalidated_by_partial_processing,Class,invalidated_by_partial_processing,,,invalidated,,,,,,,,,,,,,,,,
417,polypeptide_domain,Class,polypeptide_domain,BS:00012,domain,polypeptide_structural_region,SO_0100021,,,,,,,,,,,,,,,
418,signal_peptide,Class,signal_peptide,BS:00159,,SO_0100011,,,,,,,,,,,,,,,,
419,mature_protein_region,Class,mature_protein_region,BS:00149,,polypeptide_region,,,,,,,,,,,,,,immature_peptide_region,,
420,five_prime_terminal_inverted_repeat,Class,five_prime_terminal_inverted_repeat,,,terminal_inverted_repeat,,,,,,,,,,,,,,,,
421,three_prime_terminal_inverted_repeat,Class,three_prime_terminal_inverted_repeat,,,terminal_inverted_repeat,,,,,,,,,,,,,,,,
422,U5_LTR_region,Class,U5_LTR_region,,,LTR_component,,,,,,,,,,,,,,,,
423,R_LTR_region,Class,R_LTR_region,,,LTR_component,,,,,,,,,,,,,,,,
424,U3_LTR_region,Class,U3_LTR_region,,,LTR_component,,,,,,,,,,,,,,,,
425,five_prime_LTR,Class,five_prime_LTR,,,long_terminal_repeat,,,,,,,,,,,,,,,,
426,three_prime_LTR,Class,three_prime_LTR,,,long_terminal_repeat,,,,,,,,,,,,,,,,
427,R_five_prime_LTR_region,Class,R_five_prime_LTR_region,,,five_prime_LTR_component,R_LTR_region,,,,,,,,,,,,,,,
428,U5_five_prime_LTR_region,Class,U5_five_prime_LTR_region,,,five_prime_LTR_component,U5_LTR_region,,,,,,,,,,,,,,,
429,U3_five_prime_LTR_region,Class,U3_five_prime_LTR_region,,,five_prime_LTR_component,U3_LTR_region,,,,,,,,,,,,,,,
430,R_three_prime_LTR_region,Class,R_three_prime_LTR_region,,,three_prime_LTR_component,,,,,,,,,,,,,,,,
431,U3_three_prime_LTR_region,Class,U3_three_prime_LTR_region,,,three_prime_LTR_component,,,,,,,,,,,,,,,,
432,U5_three_prime_LTR_region,Class,U5_three_prime_LTR_region,,,three_prime_LTR_component,,,,,,,,,,,,,,,,
433,non_LTR_retrotransposon_polymeric_tract,Class,non_LTR_retrotransposon_polymeric_tract,,,repeat_region,repeat_component,,,,,,,,,,,,,non_LTR_retrotransposon,,
434,target_site_duplication,Class,target_site_duplication,,,direct_repeat,,,,,,,,,,,,,,,,
435,RR_tract,Class,RR_tract,,,LTR_retrotransposon,,,,,,,,,,,,,,,,
436,ARS,Class,ARS,,,origin_of_replication,,,,,,,,,,,,,,,,
439,inverted_ring_chromosome,Class,inverted_ring_chromosome,,,SO_1000030,SO_1000045,,,,,,,,,,,,,,,
440,vector_replicon,Class,vector_replicon,,,replicon,,,,,,,,,,,,,,clone,,
441,ss_oligo,Class,ss_oligo,,,oligo,,,,,,,,,,,,,,,,
442,ds_oligo,Class,ds_oligo,,,oligo,,,,,,,,,,,,,,,,
443,polymer_attribute,Class,polymer_attribute,,,sequence_attribute,,,,,,,,,,,,,,,,
444,three_prime_noncoding_exon,Class,three_prime_noncoding_exon,,,noncoding_exon,,,,,,,,,,,,,,,,
445,five_prime_noncoding_exon,Class,five_prime_noncoding_exon,,,noncoding_exon,,,,,,,,,,,,,,,,
446,UTR_intron,Class,UTR_intron,,,intron,,,,,,,,,,,,,,,,
447,five_prime_UTR_intron,Class,five_prime_UTR_intron,,,UTR_intron,,,,,,,,,,,,,,,,
448,three_prime_UTR_intron,Class,three_prime_UTR_intron,,,UTR_intron,,,,,,,,,,,,,,,,
449,random_sequence,Class,random_sequence,,,synthetic_sequence,,,,,,,,,,,,,,,,
450,interband,Class,interband,,,chromosome_part,,,,,,,,,,,,,,,,
451,gene_with_polyadenylated_mRNA,Class,gene_with_polyadenylated_mRNA,,,protein_coding_gene,,,,,,,,,,,,,,,,
453,transposition,Class,transposition,,,SO_1000183,,,,,,,,,,,,,,,,
454,rasiRNA,Class,rasiRNA,,,ncRNA,,,,,,,,,,,,,,,,
455,gene_with_mRNA_with_frameshift,Class,gene_with_mRNA_with_frameshift,,,protein_coding_gene,,,,,,,,,,,,,,,,
456,recombinationally_rearranged_gene,Class,recombinationally_rearranged_gene,,,gene,,,,,,,,,,,,,,,,
457,interchromosomal_duplication,Class,interchromosomal_duplication,,,SO_1000037,,,,,,,,,,,,,,,,
458,D_gene,Class,D_gene,,,vertebrate_immunoglobulin_T_cell_receptor_segment,,,,,,,,,,,,,,,,
459,gene_with_trans_spliced_transcript,Class,gene_with_trans_spliced_transcript,,,gene,,,,,,,,,,,,,,,,
460,vertebrate_immunoglobulin_T_cell_receptor_segment,Class,vertebrate_immunoglobulin_T_cell_receptor_segment,,,vertebrate_immune_system_gene_recombination_feature,,,,,,,,,,,,,,,,
461,inversion_derived_bipartite_deficiency,Class,inversion_derived_bipartite_deficiency,,,SO_1000029,,,,,,,,,,,,,,,,
462,pseudogenic_region,Class,pseudogenic_region,,,SO_0001411,,,,,,,,,,,,,,,,
463,encodes_alternately_spliced_transcripts,Class,encodes_alternately_spliced_transcripts,,,gene_attribute,,,,,,,,,,,,,,,,
464,decayed_exon,Class,decayed_exon,,,pseudogenic_region,,,,,,,,,,,,,exon,,,
465,inversion_derived_deficiency_plus_duplication,Class,inversion_derived_deficiency_plus_duplication,,,SO_1000029,SO_1000038,,,,,,,,,,,,,,,
466,V_gene,Class,V_gene,,,vertebrate_immunoglobulin_T_cell_receptor_segment,,,,,,,,,,,,,,,,
467,post_translationally_regulated_by_protein_stability,Class,post_translationally_regulated_by_protein_stability,,,post_translationally_regulated,,,,,,,,,,,,,,,,
468,golden_path_fragment,Class,golden_path_fragment,,,assembly_component,,,,,,,,,,,,,,golden_path,,
469,post_translationally_regulated_by_protein_modification,Class,post_translationally_regulated_by_protein_modification,,,post_translationally_regulated,,,,,,,,,,,,,,,,
470,J_gene,Class,J_gene,,,vertebrate_immunoglobulin_T_cell_receptor_segment,,,,,,,,,,,,,,,,
471,autoregulated,Class,autoregulated,,,transcriptionally_regulated,,,,,,,,,,,,,,,,
472,tiling_path,Class,tiling_path,,,sequence_assembly,,,,,,,,,,,,,,,,
473,negatively_autoregulated,Class,negatively_autoregulated,,,autoregulated,transcriptionally_repressed,,,,,,,,,,,,,,,
474,tiling_path_fragment,Class,tiling_path_fragment,,,assembly_component,,,,,,,,,,,,,,tiling_path,,
475,positively_autoregulated,Class,positively_autoregulated,,,autoregulated,transcriptionally_induced,,,,,,,,,,,,,,,
476,contig_read,Class,contig_read,,,read,,,,,,,,,,,,,,,,
478,C_gene,Class,C_gene,,,vertebrate_immunoglobulin_T_cell_receptor_segment,,,,,,,,,,,,,,,,
479,trans_spliced_transcript,Class,trans_spliced_transcript,,,transcript,,,,,,,,,,,,,,,,
480,tiling_path_clone,Class,tiling_path_clone,,,clone,tiling_path_fragment,,,,,,,,,,,,,,,
481,terminal_inverted_repeat,Class,terminal_inverted_repeat,,,inverted_repeat,,,,,,,,,,,,,,terminal_inverted_repeat_element,,
482,vertebrate_immunoglobulin_T_cell_receptor_gene_cluster,Class,vertebrate_immunoglobulin_T_cell_receptor_gene_cluster,,,vertebrate_immune_system_gene_recombination_feature,,,,,,,,,,,,,,,,
483,nc_primary_transcript,Class,nc_primary_transcript,,,primary_transcript,,,,,,,,,,,,,,,,
484,three_prime_coding_exon_noncoding_region,Class,three_prime_coding_exon_noncoding_region,,,noncoding_region_of_exon,,,,,,,,,,,,,,three_prime_coding_exon,,
485,DJ_J_cluster,Class,DJ_J_cluster,,,vertebrate_immunoglobulin_T_cell_receptor_rearranged_gene_cluster,,,,,,,J_gene,DJ_gene,,,,,,,,
486,five_prime_coding_exon_noncoding_region,Class,five_prime_coding_exon_noncoding_region,,,noncoding_region_of_exon,,,,,,,,,,,,,,five_prime_coding_exon,,
487,VDJ_J_C_cluster,Class,VDJ_J_C_cluster,,,vertebrate_immunoglobulin_T_cell_receptor_rearranged_gene_cluster,,,,,,,J_gene,VDJ_gene,C_gene,,,,,,,
488,VDJ_J_cluster,Class,VDJ_J_cluster,,,vertebrate_immunoglobulin_T_cell_receptor_rearranged_gene_cluster,,,,,,,J_gene,VDJ_gene,,,,,,,,
489,VJ_C_cluster,Class,VJ_C_cluster,,,vertebrate_immunoglobulin_T_cell_receptor_rearranged_gene_cluster,,,,,,,VJ_gene,C_gene,,,,,,,,
490,VJ_J_C_cluster,Class,VJ_J_C_cluster,,,vertebrate_immunoglobulin_T_cell_receptor_rearranged_gene_cluster,,,,,,,VJ_gene,C_gene,J_gene,,,,,,,
491,VJ_J_cluster,Class,VJ_J_cluster,,,vertebrate_immunoglobulin_T_cell_receptor_rearranged_gene_cluster,,,,,,,VJ_gene,J_gene,,,,,,,,
492,D_gene_recombination_feature,Class,D_gene_recombination_feature,,,vertebrate_immune_system_gene_recombination_signal_feature,,,,,,,,,,,,,,,,
493,three_prime_D_heptamer,Class,three_prime_D_heptamer,,,heptamer_of_recombination_feature_of_vertebrate_immune_system_gene,,,,,,,,,,,,,,three_prime_D_recombination_signal_sequence,,
494,three_prime_D_nonamer,Class,three_prime_D_nonamer,,,nonamer_of_recombination_feature_of_vertebrate_immune_system_gene,,,,,,,,,,,,,,three_prime_D_recombination_signal_sequence,,
495,three_prime_D_spacer,Class,three_prime_D_spacer,,,vertebrate_immune_system_gene_recombination_spacer,,,,,,,,,,,,,,three_prime_D_recombination_signal_sequence,,
496,five_prime_D_heptamer,Class,five_prime_D_heptamer,,,heptamer_of_recombination_feature_of_vertebrate_immune_system_gene,,,,,,,,,,,,,,five_prime_D_recombination_signal_sequence,,
497,five_prime_D_nonamer,Class,five_prime_D_nonamer,,,nonamer_of_recombination_feature_of_vertebrate_immune_system_gene,,,,,,,,,,,,,,five_prime_D_recombination_signal_sequence,,
498,five_prime_D_spacer,Class,five_prime_D_spacer,,,vertebrate_immune_system_gene_recombination_spacer,,,,,,,,,,,,,,five_prime_D_recombination_signal_sequence,,
499,virtual_sequence,Class,virtual_sequence,,,sequence_assembly,,,,,,,,,,,,,,,,
500,Hoogsteen_base_pair,Class,Hoogsteen_base_pair,,,base_pair,,,,,,,,,,,,,,,,
501,reverse_Hoogsteen_base_pair,Class,reverse_Hoogsteen_base_pair,,,base_pair,,,,,,,,,,,,,,,,
504,D_DJ_C_cluster,Class,D_DJ_C_cluster,,,vertebrate_immunoglobulin_T_cell_receptor_rearranged_gene_cluster,,,,,,,DJ_gene,D_gene,C_gene,,,,,,,
505,D_DJ_cluster,Class,D_DJ_cluster,,,vertebrate_immunoglobulin_T_cell_receptor_rearranged_gene_cluster,,,,,,,DJ_gene,D_gene,,,,,,,,
506,D_DJ_J_C_cluster,Class,D_DJ_J_C_cluster,,,vertebrate_immunoglobulin_T_cell_receptor_rearranged_gene_cluster,,,,,,,C_gene,DJ_gene,J_gene,D_gene,,,,,,
507,pseudogenic_exon,Class,pseudogenic_exon,,,pseudogenic_region,,,,,,,,,,,,,exon,pseudogenic_transcript,,
508,D_DJ_J_cluster,Class,D_DJ_J_cluster,,,vertebrate_immunoglobulin_T_cell_receptor_rearranged_gene_cluster,,,,,,,D_gene,DJ_gene,J_gene,,,,,,,
509,D_J_C_cluster,Class,D_J_C_cluster,,,vertebrate_immunoglobulin_T_cell_receptor_gene_cluster,,,,,,,D_gene,C_gene,J_gene,,,,,,,
510,VD_gene,Class,VD_gene,,,vertebrate_immunoglobulin_T_cell_receptor_rearranged_segment,,,,,,,,,,,,,,,,
511,J_C_cluster,Class,J_C_cluster,,,vertebrate_immunoglobulin_T_cell_receptor_gene_cluster,,,,,,,J_gene,C_gene,,,,,,,,
512,inversion_derived_deficiency_plus_aneuploid,Class,inversion_derived_deficiency_plus_aneuploid,,,SO_1000029,,,,,,,,,,,,,,,,
513,J_cluster,Class,J_cluster,,,vertebrate_immunoglobulin_T_cell_receptor_gene_cluster,,,,,,,J_gene,,,,,,,,,
514,J_nonamer,Class,J_nonamer,,,nonamer_of_recombination_feature_of_vertebrate_immune_system_gene,,,,,,,,,,,,,,J_gene_recombination_feature,,
515,J_heptamer,Class,J_heptamer,,,heptamer_of_recombination_feature_of_vertebrate_immune_system_gene,,,,,,,,,,,,,,J_gene_recombination_feature,,
516,pseudogenic_transcript,Class,pseudogenic_transcript,,,pseudogenic_region,,,,,,,,,,,,,transcript,pseudogene,,
517,J_spacer,Class,J_spacer,,,vertebrate_immune_system_gene_recombination_spacer,,,,,,,,,,,,,,J_gene_recombination_feature,,
518,V_DJ_cluster,Class,V_DJ_cluster,,,vertebrate_immunoglobulin_T_cell_receptor_rearranged_gene_cluster,,,,,,,V_gene,DJ_gene,,,,,,,,
519,V_DJ_J_cluster,Class,V_DJ_J_cluster,,,vertebrate_immunoglobulin_T_cell_receptor_rearranged_gene_cluster,,,,,,,V_gene,DJ_gene,J_gene,,,,,,,
520,V_VDJ_C_cluster,Class,V_VDJ_C_cluster,,,vertebrate_immunoglobulin_T_cell_receptor_rearranged_gene_cluster,,,,,,,VDJ_gene,C_gene,V_gene,,,,,,,
521,V_VDJ_cluster,Class,V_VDJ_cluster,,,vertebrate_immunoglobulin_T_cell_receptor_rearranged_gene_cluster,,,,,,,V_gene,VDJ_gene,,,,,,,,
522,V_VDJ_J_cluster,Class,V_VDJ_J_cluster,,,vertebrate_immunoglobulin_T_cell_receptor_rearranged_gene_cluster,,,,,,,J_gene,V_gene,VDJ_gene,,,,,,,
523,V_VJ_C_cluster,Class,V_VJ_C_cluster,,,vertebrate_immunoglobulin_T_cell_receptor_rearranged_gene_cluster,,,,,,,C_gene,V_gene,VJ_gene,,,,,,,
524,V_VJ_cluster,Class,V_VJ_cluster,,,vertebrate_immunoglobulin_T_cell_receptor_rearranged_gene_cluster,,,,,,,V_gene,VJ_gene,,,,,,,,
525,V_VJ_J_cluster,Class,V_VJ_J_cluster,,,vertebrate_immunoglobulin_T_cell_receptor_rearranged_gene_cluster,,,,,,,J_gene,V_gene,VJ_gene,,,,,,,
526,V_cluster,Class,V_cluster,,,vertebrate_immunoglobulin_T_cell_receptor_gene_cluster,,,,,,,V_gene,,,,,,,,,
527,V_D_DJ_C_cluster,Class,V_D_DJ_C_cluster,,,vertebrate_immunoglobulin_T_cell_receptor_rearranged_gene_cluster,,,,,,,V_gene,DJ_gene,C_gene,D_gene,,,,,,
528,V_D_DJ_cluster,Class,V_D_DJ_cluster,,,vertebrate_immunoglobulin_T_cell_receptor_rearranged_gene_cluster,,,,,,,V_gene,DJ_gene,D_gene,,,,,,,
529,V_D_DJ_J_C_cluster,Class,V_D_DJ_J_C_cluster,,,vertebrate_immunoglobulin_T_cell_receptor_rearranged_gene_cluster,,,,,,,V_gene,C_gene,DJ_gene,J_gene,D_gene,,,,,
530,V_D_DJ_J_cluster,Class,V_D_DJ_J_cluster,,,vertebrate_immunoglobulin_T_cell_receptor_rearranged_gene_cluster,,,,,,,D_gene,V_gene,J_gene,DJ_gene,,,,,,
531,V_D_J_C_cluster,Class,V_D_J_C_cluster,,,vertebrate_immunoglobulin_T_cell_receptor_rearranged_gene_cluster,,,,,,,J_gene,D_gene,C_gene,V_gene,,,,,,
532,V_D_J_cluster,Class,V_D_J_cluster,,,vertebrate_immunoglobulin_T_cell_receptor_rearranged_gene_cluster,,,,,,,J_gene,D_gene,V_gene,,,,,,,
533,V_heptamer,Class,V_heptamer,,,heptamer_of_recombination_feature_of_vertebrate_immune_system_gene,,,,,,,,,,,,,,V_gene_recombination_feature,,
534,V_J_cluster,Class,V_J_cluster,,,vertebrate_immunoglobulin_T_cell_receptor_gene_cluster,,,,,,,J_gene,V_gene,,,,,,,,
535,V_J_C_cluster,Class,V_J_C_cluster,,,vertebrate_immunoglobulin_T_cell_receptor_gene_cluster,,,,,,,J_gene,C_gene,V_gene,,,,,,,
536,V_nonamer,Class,V_nonamer,,,nonamer_of_recombination_feature_of_vertebrate_immune_system_gene,,,,,,,,,,,,,,V_gene_recombination_feature,,
537,V_spacer,Class,V_spacer,,,vertebrate_immune_system_gene_recombination_spacer,,,,,,,,,,,,,,V_gene_recombination_feature,,
538,V_gene_recombination_feature,Class,V_gene_recombination_feature,,,vertebrate_immune_system_gene_recombination_signal_feature,,,,,,,,,,,,,,,,
539,DJ_C_cluster,Class,DJ_C_cluster,,,vertebrate_immunoglobulin_T_cell_receptor_rearranged_gene_cluster,,,,,,,C_gene,DJ_gene,,,,,,,,
540,DJ_J_C_cluster,Class,DJ_J_C_cluster,,,vertebrate_immunoglobulin_T_cell_receptor_rearranged_gene_cluster,,,,,,,C_gene,DJ_gene,J_gene,,,,,,,
541,VDJ_C_cluster,Class,VDJ_C_cluster,,,vertebrate_immunoglobulin_T_cell_receptor_rearranged_gene_cluster,,,,,,,C_gene,VDJ_gene,,,,,,,,
542,V_DJ_C_cluster,Class,V_DJ_C_cluster,,,vertebrate_immunoglobulin_T_cell_receptor_rearranged_gene_cluster,,,,,,,V_gene,C_gene,DJ_gene,,,,,,,
544,helitron,Class,helitron,,,DNA_transposon,,,,,,,,,,,,,,,,
545,recoding_pseudoknot,Class,recoding_pseudoknot,,,pseudoknot,,,,,,,,,,,,,,SO_1001268,,
546,designed_sequence,Class,designed_sequence,,,synthetic_sequence,,,,,,,,,,,,,,,,
547,inversion_derived_bipartite_duplication,Class,inversion_derived_bipartite_duplication,,,SO_1000038,,,,,,,,,,,,,,,,
548,gene_with_edited_transcript,Class,gene_with_edited_transcript,,,protein_coding_gene,,,,,,,,,,,,,,,,
549,inversion_derived_duplication_plus_aneuploid,Class,inversion_derived_duplication_plus_aneuploid,,,SO_1000038,,,,,,,,,,,,,,,,
